"fixed.acidity";"volatile.acidity";"residual.sugar";"chlorides";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality";"pred.qual"
8,5;0,21;1,9;0,09;23;0,99648;3,36;0,67;10,4;"normal";0,996773655939559
9;0,36;2,1;0,111;10;0,99568;3,31;0,62;11,3;"good";0,995989056192274
9,5;0,37;2;0,088;51;0,99613;3,29;0,58;11,1;"good";0,99616341169167
6,4;0,57;2,3;0,12;36;0,99519;3,47;0,71;11,3;"good";0,995989056192274
8;0,59;2;0,089;32;0,99735;3,36;0,61;10;"normal";0,997122366938352
8,5;0,47;1,9;0,058;38;0,99518;3,16;0,85;11,1;"good";0,99616341169167
7,1;0,56;1,6;0,078;18;0,99592;3,27;0,62;9,3;"normal";0,997732611186241
6,6;0,57;2,1;0,115;16;0,99654;3,38;0,69;9,5;"normal";0,997558255686844
8,8;0,27;2;0,1;27;0,99546;3,15;0,69;11,2;"good";0,996076233941972
8,5;0,47;1,9;0,058;38;0,99518;3,16;0,85;11,1;"good";0,99616341169167
8,3;0,34;2,4;0,065;48;0,99554;3,34;0,86;11;"good";0,996250589441369
9;0,38;2,4;0,103;10;0,99604;3,13;0,58;11,9;"good";0,995465989694083
8,5;0,66;2,1;0,097;113;0,99733;3,13;0,48;9,2;"normal";0,997819788935939
9;0,4;2,4;0,068;46;0,9943;3,2;0,6;12,2;"good";0,995204456444988
6,7;0,56;2,9;0,079;22;0,99669;3,46;0,61;10,2;"normal";0,996948011438956
10,4;0,26;1,9;0,066;10;0,99724;3,33;0,87;10,9;"good";0,996337767191067
10,4;0,26;1,9;0,066;10;0,99724;3,33;0,87;10,9;"good";0,996337767191067
10,1;0,38;2,4;0,104;13;0,99643;3,22;0,65;11,6;"good";0,995727522943178
8,5;0,34;1,7;0,079;12;0,99605;3,52;0,63;10,7;"normal";0,996512122690464
8,8;0,33;5,9;0,073;13;0,99658;3,3;0,62;12,1;"good";0,995291634194687
7,2;0,41;2,1;0,083;72;0,997;3,44;0,52;9,4;"normal";0,997645433436542
7,2;0,41;2,1;0,083;72;0,997;3,44;0,52;9,4;"normal";0,997645433436542
8,4;0,59;2,6;0,109;119;0,99801;3,15;0,5;9,1;"normal";0,997906966685637
7;0,4;3,6;0,061;29;0,99416;3,28;0,49;11,3;"good";0,995989056192274
12,2;0,45;1,4;0,075;6;0,9969;3,13;0,63;10,4;"normal";0,996773655939559
9,1;0,5;1,9;0,065;17;0,99774;3,32;0,71;10,5;"good";0,99668647818986
9,5;0,86;1,9;0,079;28;0,99712;3,25;0,62;10;"normal";0,997122366938352
7,3;0,52;2,1;0,07;70;0,99418;3,34;0,82;12,9;"good";0,9945942121971
9,1;0,5;1,9;0,065;17;0,99774;3,32;0,71;10,5;"good";0,99668647818986
12,2;0,45;1,4;0,075;6;0,9969;3,13;0,63;10,4;"normal";0,996773655939559
7,4;0,58;2;0,064;11;0,99562;3,45;0,58;11,3;"good";0,995989056192274
9,8;0,34;1,4;0,066;7;0,9947;3,19;0,55;11,4;"good";0,995901878442575
7,1;0,36;1,6;0,08;70;0,99693;3,44;0,5;9,4;"normal";0,997645433436542
7,7;0,39;1,7;0,097;27;0,99596;3,16;0,49;9,4;"normal";0,997645433436542
9,7;0,295;1,5;0,073;21;0,99556;3,14;0,51;10,9;"good";0,996337767191067
7,7;0,39;1,7;0,097;27;0,99596;3,16;0,49;9,4;"normal";0,997645433436542
7,1;0,34;2;0,082;68;0,99694;3,45;0,48;9,4;"normal";0,997645433436542
6,5;0,4;2;0,076;47;0,99554;3,36;0,48;9,4;"good";0,997645433436542
7,1;0,34;2;0,082;68;0,99694;3,45;0,48;9,4;"normal";0,997645433436542
10;0,35;2,5;0,092;88;0,99918;3,15;0,43;9,4;"normal";0,997645433436542
7,7;0,6;2;0,079;41;0,99697;3,39;0,62;10,1;"good";0,997035189188654
5,6;0,66;2,2;0,087;11;0,99378;3,71;0,63;12,8;"good";0,994681389946798
5,6;0,66;2,2;0,087;11;0,99378;3,71;0,63;12,8;"good";0,994681389946798
8,9;0,84;1,4;0,05;10;0,99554;3,12;0,48;9,1;"good";0,997906966685637
6,4;0,69;1,65;0,055;12;0,99162;3,47;0,53;12,9;"good";0,9945942121971
7,5;0,43;2,2;0,062;12;0,99495;3,44;0,72;11,5;"good";0,995814700692877
9,9;0,35;1,5;0,058;47;0,99676;3,26;0,82;10,6;"good";0,996599300440162
9,1;0,29;2,05;0,063;27;0,99516;3,26;0,84;11,7;"good";0,99564034519348
6,8;0,36;1,8;0,067;8;0,9928;3,36;0,55;12,8;"good";0,994681389946798
8,2;0,43;1,6;0,081;45;0,99603;3,25;0,54;10,3;"normal";0,996860833689257
6,8;0,36;1,8;0,067;8;0,9928;3,36;0,55;12,8;"good";0,994681389946798
9,1;0,29;2,05;0,063;27;0,99516;3,26;0,84;11,7;"good";0,99564034519348
9,1;0,3;2;0,064;25;0,99516;3,26;0,84;11,7;"good";0,99564034519348
8,9;0,35;3,6;0,11;24;0,99549;3,23;0,7;12;"good";0,995378811944385
9,6;0,5;2,8;0,116;55;0,99722;3,18;0,68;10,9;"normal";0,996337767191067
8,9;0,28;1,7;0,067;12;0,99354;3,25;0,55;12,3;"good";0,99511727869529
8,9;0,32;2;0,088;19;0,9957;3,17;0,55;10,4;"good";0,996773655939559
7,7;1,005;2,1;0,102;32;0,99604;3,23;0,48;10;"normal";0,997122366938352
7,5;0,71;1,6;0,092;31;0,99635;3,38;0,58;10;"good";0,997122366938352
8;0,58;2;0,12;7;0,99454;3,22;0,58;11,2;"good";0,996076233941972
10,5;0,39;2,2;0,075;27;0,99598;3,06;0,84;11,4;"good";0,995901878442575
8,9;0,38;2,2;0,068;28;0,99486;3,27;0,75;12,6;"good";0,994855745446195
8;0,18;0,9;0,049;109;0,99007;2,89;0,44;12,7;"good";0,994768567696496
8;0,18;0,9;0,049;109;0,99007;2,89;0,44;12,7;"good";0,994768567696496
7;0,5;1,8;0,078;23;0,99636;3,53;0,61;10,4;"normal";0,996773655939559
11,3;0,36;2,4;0,123;8;0,99642;3,2;0,53;11,9;"good";0,995465989694083
11,3;0,36;2,4;0,123;8;0,99642;3,2;0,53;11,9;"good";0,995465989694083
7;0,51;2,1;0,062;9;0,99584;3,35;0,54;10,5;"normal";0,99668647818986
8,2;0,32;2,3;0,098;9;0,99506;3,27;0,55;12,3;"good";0,99511727869529
7,7;0,58;1,8;0,088;18;0,99568;3,32;0,56;10,5;"good";0,99668647818986
8,6;0,83;2,8;0,095;43;0,99822;3,33;0,6;10,4;"good";0,996773655939559
7,9;0,31;1,9;0,066;36;0,99364;3,41;0,56;12,6;"good";0,994855745446195
6,4;0,795;2,2;0,065;52;0,99378;3,49;0,52;11,6;"normal";0,995727522943178
7,2;0,34;2,5;0,075;68;0,99586;3,37;0,54;10,1;"good";0,997035189188654
7,7;0,58;1,8;0,088;18;0,99568;3,32;0,56;10,5;"good";0,99668647818986
7,1;0,59;2,1;0,091;14;0,99488;3,42;0,55;11,5;"good";0,995814700692877
7,3;0,55;1,8;0,093;15;0,99514;3,35;0,58;11;"good";0,996250589441369
8,1;0,82;4,1;0,095;14;0,99854;3,36;0,53;9,6;"normal";0,997471077937146
7,5;0,57;2,6;0,089;27;0,99592;3,3;0,59;10,4;"good";0,996773655939559
8,9;0,745;2,5;0,077;48;0,99739;3,2;0,47;9,7;"good";0,997383900187447
10,1;0,37;2,4;0,085;17;0,99683;3,17;0,65;10,6;"good";0,996599300440162
7,6;0,31;2,5;0,082;35;0,99356;3,22;0,59;12,5;"good";0,994942923195893
7,3;0,91;1,8;0,074;56;0,99672;3,35;0,56;9,2;"normal";0,997819788935939
8,7;0,41;6,2;0,078;42;0,9953;3,24;0,77;12,6;"good";0,994855745446195
8,9;0,5;2,2;0,088;39;0,99692;3,33;0,83;11,1;"good";0,99616341169167
7,4;0,965;2,2;0,088;32;0,99756;3,58;0,67;10,2;"normal";0,996948011438956
6,9;0,49;1,7;0,079;26;0,99547;3,38;0,64;9,8;"good";0,997296722437749
8,9;0,5;2,2;0,088;39;0,99692;3,33;0,83;11,1;"good";0,99616341169167
9,5;0,39;8,9;0,069;39;0,99859;3,29;0,81;10,9;"good";0,996337767191067
6,4;0,39;3,3;0,046;53;0,99294;3,36;0,62;12,2;"good";0,995204456444988
6,9;0,44;1,4;0,07;38;0,99438;3,32;0,58;11,4;"good";0,995901878442575
7,6;0,78;1,7;0,076;45;0,99612;3,31;0,62;10,7;"good";0,996512122690464
7,1;0,43;1,8;0,082;51;0,99634;3,49;0,64;10,4;"normal";0,996773655939559
9,3;0,49;1,7;0,081;14;0,99702;3,27;0,78;10,9;"good";0,996337767191067
9,3;0,5;1,8;0,084;17;0,99704;3,27;0,77;10,8;"good";0,996424944940765
7,1;0,43;1,8;0,082;51;0,99634;3,49;0,64;10,4;"normal";0,996773655939559
8,5;0,46;1,4;0,414;45;0,99702;3,03;1,34;9,2;"normal";0,997819788935939
5,6;0,605;2,4;0,073;25;0,99258;3,56;0,55;12,9;"normal";0,9945942121971
8,3;0,33;2,3;0,07;20;0,99426;3,38;0,77;12,7;"good";0,994768567696496
8,2;0,64;2;0,095;77;0,99747;3,13;0,62;9,1;"good";0,997906966685637
8,2;0,64;2;0,095;77;0,99747;3,13;0,62;9,1;"good";0,997906966685637
8,9;0,48;4;0,101;10;0,99586;3,21;0,59;12,1;"good";0,995291634194687
7,6;0,42;3,9;0,104;90;0,99784;3,15;0,57;9,1;"normal";0,997906966685637
9,9;0,53;2,4;0,093;52;0,9971;3,19;0,76;11,6;"good";0,995727522943178
8,9;0,48;4;0,101;10;0,99586;3,21;0,59;12,1;"good";0,995291634194687
11,6;0,23;1,8;0,074;8;0,9981;3,14;0,7;9,9;"good";0,997209544688051
9,1;0,4;1,8;0,071;16;0,99462;3,21;0,69;12,5;"good";0,994942923195893
8;0,38;1,9;0,098;15;0,9956;3,3;0,64;11,4;"good";0,995901878442575
10,2;0,29;2,4;0,075;17;0,99565;3,22;0,63;11,8;"good";0,995553167443782
8,2;0,74;2;0,067;10;0,99418;3,28;0,57;11,8;"good";0,995553167443782
7,7;0,61;2,4;0,083;20;0,9963;3,29;0,6;10,2;"good";0,996948011438956
6,6;0,52;2,4;0,07;26;0,99358;3,4;0,72;12,5;"good";0,994942923195893
11,1;0,31;2,2;0,06;10;0,99572;3,02;0,83;10,9;"good";0,996337767191067
11,1;0,31;2,2;0,06;10;0,99572;3,02;0,83;10,9;"good";0,996337767191067
8;0,62;2,8;0,086;52;0,997;3,31;0,62;10,8;"normal";0,996424944940765
9,3;0,33;1,5;0,057;37;0,99498;3,18;0,89;11,1;"good";0,99616341169167
7,5;0,77;8,1;0,098;92;0,99892;3,2;0,58;9,2;"normal";0,997819788935939
7,2;0,35;1,8;0,083;75;0,9968;3,4;0,58;9,5;"good";0,997558255686844
8;0,62;2,7;0,088;37;0,9972;3,31;0,58;10,7;"good";0,996512122690464
7,5;0,77;8,1;0,098;92;0,99892;3,2;0,58;9,2;"normal";0,997819788935939
9,1;0,25;2;0,071;67;0,99769;3,44;0,86;10,2;"good";0,996948011438956
9,9;0,32;2;0,073;8;0,99534;3,15;0,73;11,4;"good";0,995901878442575
8,6;0,37;6,4;0,08;8;0,99817;3,27;0,58;11;"normal";0,996250589441369
8,6;0,37;6,4;0,08;8;0,99817;3,27;0,58;11;"normal";0,996250589441369
10,3;0,27;1,4;0,047;8;0,99471;3,16;0,51;11,8;"good";0,995553167443782
7,2;0,38;1,8;0,073;70;0,99685;3,42;0,59;9,5;"good";0,997558255686844
8,7;0,42;2,4;0,072;59;0,99617;3,33;0,77;12;"good";0,995378811944385
7,2;0,38;1,8;0,073;70;0,99685;3,42;0,59;9,5;"good";0,997558255686844
6,8;0,48;1,8;0,074;64;0,99529;3,12;0,49;9,6;"normal";0,997471077937146
8,5;0,34;4,7;0,055;9;0,99738;3,38;0,66;11,6;"good";0,995727522943178
7,9;0,19;1,6;0,057;30;0,994;3,29;0,69;11,2;"good";0,996076233941972
11,6;0,41;1,5;0,095;41;0,99735;3,02;0,76;9,9;"good";0,997209544688051
11,6;0,41;1,5;0,095;41;0,99735;3,02;0,76;9,9;"good";0,997209544688051
10;0,26;1,9;0,083;74;0,99451;2,98;0,63;11,8;"good";0,995553167443782
7,9;0,34;2;0,086;19;0,99546;3,35;0,6;11,4;"good";0,995901878442575
7;0,54;2;0,081;16;0,99479;3,43;0,59;11,5;"good";0,995814700692877
9,2;0,31;2,2;0,079;31;0,99615;3,33;0,86;12;"good";0,995378811944385
6,6;0,725;5,5;0,117;17;0,99655;3,35;0,49;10,8;"good";0,996424944940765
9,4;0,4;2,5;0,087;20;0,99772;3,15;0,5;10,5;"normal";0,99668647818986
6,6;0,725;5,5;0,117;17;0,99655;3,35;0,49;10,8;"good";0,996424944940765
8,6;0,52;1,5;0,096;18;0,99666;3,2;0,52;9,4;"normal";0,997645433436542
8;0,31;2,1;0,216;16;0,99358;3,15;0,81;12,5;"good";0,994942923195893
8,6;0,52;1,5;0,096;18;0,99666;3,2;0,52;9,4;"normal";0,997645433436542
8,4;0,34;2,1;0,072;36;0,99392;3,11;0,78;12,4;"good";0,995030100945591
7,4;0,49;2,1;0,071;25;0,99388;3,35;0,63;12;"good";0,995378811944385
6,1;0,48;1,7;0,078;30;0,99402;3,45;0,54;11,2;"good";0,996076233941972
7,4;0,49;2,1;0,071;25;0,99388;3,35;0,63;12;"good";0,995378811944385
8;0,48;2,2;0,073;25;0,9936;3,28;0,66;12,4;"good";0,995030100945591
6,3;0,57;2,1;0,048;49;0,99374;3,41;0,6;12,8;"normal";0,994681389946798
8,2;0,23;1,9;0,069;17;0,99376;3,21;0,54;12,3;"good";0,99511727869529
9,1;0,3;2;0,068;24;0,99523;3,27;0,85;11,7;"good";0,99564034519348
8,1;0,78;3,3;0,09;13;0,99855;3,36;0,49;9,5;"normal";0,997558255686844
10,8;0,47;2,1;0,171;66;0,9982;3,17;0,76;10,8;"good";0,996424944940765
8,3;0,53;1,4;0,07;14;0,99593;3,25;0,64;10;"good";0,997122366938352
5,4;0,42;2;0,092;55;0,99471;3,78;0,64;12,3;"good";0,99511727869529
7,9;0,33;1,5;0,056;35;0,99396;3,29;0,71;11;"good";0,996250589441369
8,9;0,24;1,6;0,074;10;0,99698;3,12;0,59;9,5;"good";0,997558255686844
5;0,4;4,3;0,046;80;0,9902;3,49;0,66;13,6;"good";0,993983967949211
7;0,69;2,5;0,091;21;0,99572;3,38;0,6;11,3;"good";0,995989056192274
7;0,69;2,5;0,091;21;0,99572;3,38;0,6;11,3;"good";0,995989056192274
7;0,69;2,5;0,091;21;0,99572;3,38;0,6;11,3;"good";0,995989056192274
7,1;0,39;2,1;0,065;24;0,99252;3,3;0,53;13,3;"good";0,994245501198306
5,6;0,66;2,5;0,066;15;0,99256;3,52;0,58;12,9;"normal";0,9945942121971
7,9;0,54;2,5;0,076;17;0,99235;3,2;0,72;13,1;"good";0,994419856697703
6,6;0,5;1,8;0,062;28;0,99352;3,44;0,55;12,3;"good";0,99511727869529
6,3;0,47;1,4;0,055;33;0,9922;3,45;0,48;12,3;"good";0,99511727869529
10,7;0,4;1,9;0,081;29;0,99674;3,12;0,65;11,2;"good";0,996076233941972
6,5;0,58;2,2;0,096;13;0,99557;3,62;0,62;11,5;"bad";0,995814700692877
8,8;0,24;1,7;0,055;27;0,99394;3,14;0,59;11,3;"good";0,995989056192274
5,8;0,29;1,7;0,063;11;0,9915;3,39;0,54;13,5;"good";0,994071145698909
6,3;0,76;2,9;0,072;52;0,99379;3,51;0,6;11,5;"good";0,995814700692877
10;0,43;2,7;0,095;89;0,9984;3,22;0,68;10;"normal";0,997122366938352
10,5;0,43;3,3;0,092;70;0,99798;3,21;0,69;10,5;"good";0,99668647818986
9,1;0,6;1,9;0,058;10;0,9977;3,18;0,63;10,4;"good";0,996773655939559
7,4;0,36;1,8;0,075;38;0,9933;3,38;0,88;13,6;"good";0,993983967949211
7,2;0,48;5,5;0,089;18;0,99684;3,37;0,68;11,2;"good";0,996076233941972
8,5;0,28;1,7;0,061;15;0,99524;3,3;0,74;11,8;"good";0,995553167443782
8;0,25;1,7;0,067;50;0,9946;3,38;0,6;11,9;"good";0,995465989694083
10,4;0,52;2;0,08;13;0,99774;3,22;0,76;11,4;"good";0,995901878442575
10,4;0,52;2;0,08;13;0,99774;3,22;0,76;11,4;"good";0,995901878442575
7,5;0,41;3,7;0,104;94;0,99786;3,14;0,58;9,1;"normal";0,997906966685637
8,2;0,51;2;0,079;86;0,99764;3,34;0,64;9,5;"good";0,997558255686844
7,3;0,4;1,7;0,08;79;0,9969;3,41;0,65;9,5;"good";0,997558255686844
8,2;0,38;2,5;0,08;71;0,99624;3,27;0,85;11;"good";0,996250589441369
6,9;0,45;2,4;0,043;12;0,99354;3,3;0,65;11,4;"good";0,995901878442575
7;0,22;1,8;0,065;20;0,99672;3,61;0,82;10;"good";0,997122366938352
7,3;0,32;2,3;0,066;70;0,99588;3,43;0,62;10,1;"normal";0,997035189188654
8,2;0,2;2,5;0,076;51;0,99672;3,53;0,81;10,4;"good";0,996773655939559
7,8;0,5;1,8;0,178;21;0,996;3,28;0,87;9,8;"good";0,997296722437749
10;0,41;6,2;0,071;14;0,99702;3,21;0,49;11,8;"good";0,995553167443782
7,8;0,39;2;0,086;21;0,99526;3,39;0,66;11,6;"good";0,995727522943178
10;0,35;2;0,061;11;0,99585;3,23;0,52;12;"good";0,995378811944385
8,2;0,33;2,8;0,067;12;0,99473;3,3;0,76;12,8;"good";0,994681389946798
6,1;0,58;2,5;0,044;70;0,99352;3,46;0,65;12,5;"good";0,994942923195893
8,3;0,6;2,2;0,118;38;0,99616;3,15;0,53;9,8;"normal";0,997296722437749
9,6;0,42;2,1;0,083;38;0,99622;3,23;0,66;11,1;"good";0,99616341169167
6,6;0,58;2,2;0,1;63;0,99544;3,59;0,68;11,4;"good";0,995901878442575
8,3;0,6;2,2;0,118;38;0,99616;3,15;0,53;9,8;"normal";0,997296722437749
8,5;0,18;1,75;0,071;88;0,99524;3,33;0,76;11,8;"good";0,995553167443782
5,1;0,51;2,1;0,042;101;0,9924;3,46;0,87;12,9;"good";0,9945942121971
6,7;0,41;2,8;0,076;54;0,99572;3,42;1,16;10,6;"good";0,996599300440162
10,2;0,41;2,2;0,11;37;0,99728;3,16;0,67;10,8;"normal";0,996424944940765
10,6;0,36;2,3;0,087;20;0,99676;3,14;0,72;11,1;"good";0,99616341169167
8,8;0,45;1,4;0,076;21;0,99551;3,21;0,75;10,2;"good";0,996948011438956
8,5;0,32;2,3;0,075;19;0,99434;3,14;0,71;11,8;"good";0,995553167443782
9;0,785;1,7;0,078;21;0,99692;3,29;0,67;10;"normal";0,997122366938352
9;0,785;1,7;0,078;21;0,99692;3,29;0,67;10;"normal";0,997122366938352
8,5;0,44;1,9;0,369;38;0,99634;3,01;1,1;9,4;"normal";0,997645433436542
9,9;0,54;2;0,111;60;0,99709;2,94;0,98;10,2;"normal";0,996948011438956
8,2;0,33;2,5;0,074;48;0,99528;3,32;0,88;12,4;"good";0,995030100945591
6,5;0,34;2,8;0,067;44;0,99384;3,21;0,56;12;"good";0,995378811944385
7,6;0,5;2,3;0,086;14;0,99502;3,32;0,62;11,5;"good";0,995814700692877
9,2;0,36;1,6;0,062;12;0,99667;3,2;0,67;10,5;"good";0,99668647818986
7,1;0,59;2,2;0,078;44;0,99522;3,42;0,68;10,8;"good";0,996424944940765
9,7;0,42;2,1;0,074;16;0,99649;3,27;0,74;12,3;"good";0,99511727869529
7,6;0,36;1,7;0,079;65;0,99716;3,46;0,62;9,5;"good";0,997558255686844
7,6;0,36;1,7;0,079;65;0,99716;3,46;0,62;9,5;"good";0,997558255686844
6,5;0,61;2,2;0,095;59;0,99541;3,61;0,7;11,5;"good";0,995814700692877
6,5;0,88;5,6;0,079;47;0,99572;3,58;0,5;11,2;"bad";0,996076233941972
7,1;0,66;2,4;0,052;11;0,99318;3,35;0,66;12,7;"good";0,994768567696496
5,6;0,915;2,1;0,041;78;0,99346;3,68;0,73;11,4;"normal";0,995901878442575
8,2;0,35;2,4;0,076;47;0,99599;3,27;0,81;11;"good";0,996250589441369
8,2;0,35;2,4;0,076;47;0,99599;3,27;0,81;11;"good";0,996250589441369
9,8;0,39;1,65;0,068;11;0,99478;3,19;0,46;11,4;"normal";0,995901878442575
10,2;0,4;2,5;0,068;54;0,99754;3,38;0,86;10,5;"good";0,99668647818986
6,8;0,66;1,6;0,07;61;0,99572;3,29;0,6;9,3;"normal";0,997732611186241
6,7;0,64;2,1;0,08;119;0,99538;3,36;0,7;10,9;"normal";0,996337767191067
7;0,43;2;0,085;39;0,99346;3,33;0,46;11,9;"good";0,995465989694083
6,6;0,8;7,8;0,079;12;0,9963;3,52;0,5;12,2;"normal";0,995204456444988
7;0,43;2;0,085;39;0,99346;3,33;0,46;11,9;"good";0,995465989694083
6,7;0,64;2,1;0,08;119;0,99538;3,36;0,7;10,9;"normal";0,996337767191067
8,8;0,955;1,8;0,075;19;0,99616;3,3;0,44;9,6;"bad";0,997471077937146
9,1;0,4;4,6;0,08;20;0,99652;3,28;0,57;12,5;"good";0,994942923195893
6,5;0,885;2,3;0,166;12;0,99551;3,56;0,51;10,8;"normal";0,996424944940765
7,2;0,25;2,5;0,063;41;0,99439;3,52;0,8;12,4;"good";0,995030100945591
6,4;0,885;2,3;0,166;12;0,99551;3,56;0,51;10,8;"normal";0,996424944940765
7;0,745;1,8;0,114;64;0,99588;3,22;0,59;9,5;"good";0,997558255686844
6,2;0,43;1,8;0,078;56;0,99633;3,52;0,6;9,5;"good";0,997558255686844
7,9;0,58;2,3;0,076;94;0,99686;3,21;0,58;9,5;"good";0,997558255686844
7,7;0,57;1,5;0,069;9;0,99458;3,16;0,54;9,8;"good";0,997296722437749
7,7;0,26;2;0,052;77;0,9951;3,15;0,79;10,9;"good";0,996337767191067
7,9;0,58;2,3;0,076;94;0,99686;3,21;0,58;9,5;"good";0,997558255686844
7,7;0,57;1,5;0,069;9;0,99458;3,16;0,54;9,8;"good";0,997296722437749
7,9;0,34;1,9;0,065;10;0,99419;3,27;0,54;11,2;"good";0,996076233941972
8,6;0,42;1,8;0,068;12;0,99516;3,35;0,69;11,7;"good";0,99564034519348
9,9;0,74;5,8;0,111;76;0,99878;3,14;0,55;9,4;"normal";0,997645433436542
7,2;0,36;2,1;0,074;44;0,99534;3,4;0,85;11;"good";0,996250589441369
7,2;0,36;2,1;0,074;44;0,99534;3,4;0,85;11;"good";0,996250589441369
7,2;0,36;2,1;0,074;44;0,99534;3,4;0,85;11;"good";0,996250589441369
9,9;0,72;1,7;0,136;52;0,99752;3,35;0,94;10;"normal";0,997122366938352
7,2;0,36;2,1;0,074;44;0,99534;3,4;0,85;11;"good";0,996250589441369
6,2;0,39;2;0,071;24;0,99428;3,45;0,87;11,2;"good";0,996076233941972
6,8;0,65;2,1;0,078;15;0,99498;3,35;0,62;10,4;"good";0,996773655939559
6,6;0,44;2,1;0,076;53;0,9957;3,32;0,62;9,3;"normal";0,997732611186241
6,8;0,65;2,1;0,078;15;0,99498;3,35;0,62;10,4;"good";0,996773655939559
9,6;0,38;1,9;0,071;13;0,99659;3,15;0,75;10,5;"good";0,99668647818986
10,2;0,33;1,9;0,081;9;0,99628;3,1;0,48;10,4;"good";0,996773655939559
8,8;0,27;2,1;0,095;29;0,99488;3,26;0,56;11,3;"good";0,995989056192274
7,9;0,57;2;0,079;79;0,99677;3,29;0,69;9,5;"good";0,997558255686844
8,2;0,34;1,9;0,057;74;0,99408;3,23;0,81;12;"good";0,995378811944385
8,2;0,4;1,9;0,082;24;0,996;3,24;0,69;10,6;"good";0,996599300440162
9;0,39;1,3;0,044;50;0,99478;3,2;0,83;10,9;"good";0,996337767191067
10,9;0,32;1,8;0,132;44;0,99734;3,28;0,77;11,5;"good";0,995814700692877
10,9;0,32;1,8;0,132;44;0,99734;3,28;0,77;11,5;"good";0,995814700692877
8,1;0,53;2,2;0,078;89;0,99678;3,26;0,46;9,6;"good";0,997471077937146
10,5;0,36;2,2;0,074;23;0,99638;3,23;0,76;12;"good";0,995378811944385
12,6;0,39;2,5;0,08;20;0,9992;3,07;0,82;10,3;"good";0,996860833689257
9,2;0,46;2,6;0,091;77;0,99922;3,15;0,51;9,4;"normal";0,997645433436542
7,5;0,58;4,1;0,08;46;0,99592;3,02;0,47;9,2;"normal";0,997819788935939
9;0,58;2;0,104;21;0,99769;3,27;0,72;9,6;"normal";0,997471077937146
5,1;0,42;1,8;0,044;88;0,99157;3,68;0,73;13,6;"good";0,993983967949211
7,6;0,43;2,1;0,075;66;0,99718;3,4;0,64;9,5;"normal";0,997558255686844
7,7;0,18;2,7;0,066;58;0,9947;3,37;0,78;11,8;"good";0,995553167443782
7,8;0,815;2,6;0,074;90;0,99621;3,38;0,62;10,8;"normal";0,996424944940765
7,6;0,43;2,1;0,075;66;0,99718;3,4;0,64;9,5;"normal";0,997558255686844
10,2;0,23;2,2;0,057;36;0,99614;3,23;0,49;9,3;"bad";0,997732611186241
7,1;0,75;2,2;0,059;18;0,99242;3,39;0,4;12,8;"good";0,994681389946798
6;0,33;12,9;0,054;113;0,99572;3,3;0,56;11,5;"bad";0,995814700692877
7,8;0,55;1,7;0,07;17;0,99659;3,26;0,64;9,4;"good";0,997645433436542
7,1;0,75;2,2;0,059;18;0,99242;3,39;0,4;12,8;"good";0,994681389946798
8,1;0,73;2,5;0,081;24;0,99798;3,38;0,46;9,6;"bad";0,997471077937146
6,5;0,67;4,3;0,057;20;0,99488;3,45;0,56;11,8;"bad";0,995553167443782
7,5;0,61;1,7;0,076;60;0,99494;3,1;0,4;9,3;"normal";0,997732611186241
9,8;0,37;2,5;0,079;65;0,99729;3,16;0,59;9,8;"normal";0,997296722437749
9;0,4;2;0,058;40;0,99414;3,22;0,6;12,2;"good";0,995204456444988
8,3;0,56;2,4;0,082;86;0,9983;3,37;0,62;9,5;"normal";0,997558255686844
7,4;0,55;1,8;0,082;34;0,99655;3,49;0,68;10,5;"normal";0,99668647818986
7,4;0,74;1,7;0,086;48;0,99502;3,12;0,48;10;"normal";0,997122366938352
7,4;0,55;1,8;0,082;34;0,99655;3,49;0,68;10,5;"normal";0,99668647818986
6,9;0,41;2,2;0,081;36;0,9949;3,41;0,75;11,1;"good";0,99616341169167
7,1;0,6;2,3;0,079;37;0,99514;3,4;0,61;10,9;"good";0,996337767191067
7,1;0,6;2,3;0,079;37;0,99514;3,4;0,61;10,9;"good";0,996337767191067
7,5;0,58;2,2;0,077;60;0,9963;3,28;0,59;9,8;"normal";0,997296722437749
7,1;0,72;1,8;0,123;14;0,99627;3,45;0,58;9,8;"normal";0,997296722437749
7,9;0,66;1,4;0,096;13;0,99569;3,43;0,58;9,5;"normal";0,997558255686844
7,8;0,7;1,9;0,079;35;0,99628;3,4;0,69;10,9;"normal";0,996337767191067
6,1;0,64;2,4;0,069;46;0,99358;3,47;0,45;11;"normal";0,996250589441369
7,5;0,59;1,8;0,082;60;0,99499;3,1;0,42;9,2;"normal";0,997819788935939
7;0,58;4,8;0,085;69;0,99633;3,32;0,7;11;"good";0,996250589441369
6,8;0,64;2,7;0,123;33;0,99538;3,44;0,63;11,3;"good";0,995989056192274
6,8;0,64;2,7;0,123;33;0,99538;3,44;0,63;11,3;"good";0,995989056192274
8,6;0,635;1,8;0,403;56;0,99632;3,02;1,15;9,3;"normal";0,997732611186241
6,3;1,02;2;0,083;24;0,99437;3,59;0,55;11,2;"bad";0,996076233941972
9,8;0,45;2,5;0,081;66;0,99726;3,15;0,58;9,8;"normal";0,997296722437749
8,2;0,78;2,2;0,089;26;0,9978;3,37;0,46;9,6;"bad";0,997471077937146
